1549623600	1548720000	0	0	1	183	0	0	1	183
1549627200	1548720000	0	0	1	183	0	0	1	183
1549630800	1548720000	0	0	0	178	0	0	0	178
1549634400	1548720000	0	0	0	168	0	0	0	168
1549641600	1548720000	0	0	1	175	0	0	1	175
1549645200	1548720000	0	0	4	181	0	0	4	181
1549656000	1548720000	0	0	11	178	0	1	11	177
1549659600	1548720000	0	0	9	186	1	0	8	186
1549663200	1548720000	8	0	16	168	15	4	9	164
1549666800	1548720000	40	1	12	148	30	1	22	148
1549670400	1548720000	48	4	5	136	46	5	7	135
1549674000	1548720000	22	10	19	147	25	11	16	146
1549677600	1548720000	13	13	30	130	15	19	28	124
1549684800	1548720000	37	23	35	96	43	13	29	106
1549688400	1548720000	32	37	24	102	27	37	29	102
1549692000	1548720000	20	28	23	112	21	26	22	114
1549695600	1548720000	23	20	25	123	20	24	28	119
1549699200	1548720000	18	21	8	148	17	28	9	141
1549702800	1548720000	14	23	16	148	0	0	30	171
1549706400	1548720000	12	15	25	131	10	29	27	117
1549710000	1548720000	9	20	22	138	9	27	22	131
1549713600	1548720000	6	34	14	132	12	33	8	133
1549717200	1548720000	10	17	13	135	9	26	14	126
1549720800	1548720000	8	20	12	138	9	25	11	133
1549728000	1548720000	6	24	10	141	10	29	6	136
1549731600	1548720000	8	17	15	147	9	23	14	141
1549735200	1548720000	6	17	12	144	7	23	11	138
1549738800	1548720000	3	19	21	139	8	24	16	134
1549742400	1548720000	10	19	16	131	8	32	18	118
1549746000	1548720000	24	36	20	112	32	41	12	107
1549749600	1548720000	22	33	37	95	31	41	28	87
1549753200	1548720000	30	35	22	103	27	37	25	101
1549756800	1548720000	18	29	34	100	17	29	35	100
1549760400	1548720000	20	31	50	95	20	31	50	95
1549764000	1548720000	16	26	41	97	15	27	42	96
1549771200	1548720000	54	54	16	65	51	55	19	64
1549774800	1548720000	79	45	21	57	69	45	31	57
1549778400	1548720000	81	31	20	49	55	33	46	47
1549782000	1548720000	68	33	31	61	85	34	14	60
1549785600	1548720000	47	36	41	70	62	41	26	65
1549789200	1548720000	43	47	44	74	61	49	26	72
1549792800	1548720000	33	29	34	90	44	43	23	76
1549796400	1548720000	28	44	24	99	40	61	12	82
1549800000	1548720000	30	65	8	86	24	56	14	95
1549803600	1548720000	36	51	5	90	32	48	9	93
1549807200	1548720000	34	34	11	99	25	31	20	102
1549814400	1548720000	10	29	10	130	9	33	11	126
1549818000	1548720000	10	29	9	143	10	33	9	139
1549821600	1548720000	8	13	12	143	7	15	13	141
1549825200	1548720000	6	6	19	139	11	10	14	135
1549828800	1548720000	6	10	12	154	8	11	10	153
1549832400	1548720000	7	10	14	151	8	9	13	152
1549836000	1548720000	4	12	13	146	3	11	14	147
1549839600	1548720000	3	13	12	146	3	13	12	146
1549843200	1548720000	2	7	9	148	1	7	10	148
1549846800	1548720000	0	3	8	156	1	5	7	154
1549850400	1548720000	0	1	4	160	0	2	4	159
1549857600	1548720000	0	0	1	162	0	0	1	162
1549861200	1548720000	0	0	0	167	0	0	0	167
1549864800	1548720000	0	0	0	166	0	0	0	166
1549868400	1548720000	0	0	0	165	0	0	0	165
1549875600	1548720000	0	0	0	186	0	0	0	186
1549879200	1548720000	1	0	0	170	1	1	0	169
1549882800	1548720000	0	0	0	179	0	0	0	179
1549886400	1548720000	0	0	1	172	0	0	1	172
1549890000	1548720000	0	0	0	175	0	0	0	175
1549893600	1548720000	0	0	1	173	0	0	1	173
1549897200	1548720000	0	0	1	186	0	0	1	186
1549900800	1548720000	0	0	5	181	0	0	5	181
1549904400	1548720000	0	0	6	174	0	0	6	174
1549908000	1548720000	0	0	14	165	0	0	14	165
1549911600	1548720000	0	0	17	171	0	0	17	171
1549915200	1548720000	0	0	15	169	0	0	15	169
1549918800	1548720000	0	0	16	172	0	0	16	172
1549922400	1548720000	0	0	25	166	0	0	25	166
1549926000	1548720000	0	0	14	176	0	0	14	176
1549929600	1548720000	0	1	13	167	0	0	13	168
1549933200	1548720000	0	2	9	170	0	0	9	172
1550052000	1551312000	34	22	77	52	93	25	18	49
1550055600	1551312000	35	25	63	70	84	38	14	57
1550059200	1551312000	76	57	12	51	75	64	13	44
1550062800	1551312000	122	33	9	45	120	33	11	45
1550066400	1551312000	133	37	21	28	128	38	26	27
1550070000	1551312000	150	20	11	20	155	23	6	17
1550073600	1551312000	151	31	6	19	151	32	6	18
1550077200	1551312000	157	38	6	17	147	42	16	13
1550080800	1551312000	115	35	44	14	124	33	35	16
1550084400	1551312000	93	32	42	45	99	42	36	35
1550091600	1551312000	115	28	38	35	114	34	39	29
1550095200	1551312000	119	23	31	35	121	22	29	36
1550098800	1551312000	125	29	16	46	121	32	20	43
1550102400	1551312000	94	36	10	60	98	43	6	53
1550106000	1551312000	75	35	13	71	77	33	11	73
1550109600	1551312000	63	52	15	68	67	55	11	65
1550116800	1551312000	65	36	26	71	48	22	43	85
1550120400	1551312000	75	28	47	58	69	25	53	61
1550124000	1551312000	67	27	61	51	85	34	43	44
1550127600	1551312000	71	19	69	45	86	21	54	43
1550131200	1551312000	73	49	60	29	86	28	47	50
1550134800	1551312000	104	26	10	69	102	43	12	52
1550138400	1551312000	88	12	61	43	106	12	43	43
